user_id,name,email,phone,address,signup_date,membership_status,loyalty_points,customer_lifecycle,state,city,timezone,age_group,gender,income_level,acquisition_channel,referral_source,engagement_level,is_newsletter_subscriber,is_sms_subscriber,last_login_date,total_logins,estimated_clv,customer_preferences,communication_preferences
55,Shannon Jones,shannonjones@gmail.com,(999) 668-9115,"9007 Cedar St Unit 117, Katieburgh, GA 81186",2023-11-12,Gold,15053,champion,GA,Katieburgh,EST,25-34,M,Lower-Middle,paid_search,,medium,True,True,2025-02-16,16,820.17,"{'preferred_categories': ['Toys', 'Clothing'], 'price_sensitivity': 'medium', 'brand_loyalty': 'medium', 'shopping_frequency': 'occasional', 'preferred_payment': 'apple_pay'}","{'email': True, 'sms': False, 'push_notifications': False, 'phone_calls': True}"
56,Michael Lewis,michael.lewis.93@outlook.com,(453) 504-1528,"7369 Park Ave, Port Loriport, WA 21401",2024-03-03,Platinum,20109,champion,WA,Port Loriport,PST,45-54,F,Lower-Middle,organic_search,,high,False,True,2025-05-19,100,2049.39,"{'preferred_categories': ['Clothing', 'Toys', 'Health', 'Sports', 'Electronics'], 'price_sensitivity': 'low', 'brand_loyalty': 'medium', 'shopping_frequency': 'occasional', 'preferred_payment': 'paypal'}","{'email': True, 'sms': True, 'push_notifications': True, 'phone_calls': True}"
57,Timothy Duncan,timothy_duncan@outlook.com,(369) 830-3281,"3386 Second St, New Anthonyport, DE 84720",2025-05-28,Bronze,538,at_risk,DE,New Anthonyport,EST,45-54,F,Middle,social_media,,low,True,False,2025-07-23,76,67.73,"{'preferred_categories': ['Electronics', 'Beauty', 'Clothing'], 'price_sensitivity': 'low', 'brand_loyalty': 'high', 'shopping_frequency': 'regular', 'preferred_payment': 'paypal'}","{'email': True, 'sms': True, 'push_notifications': True, 'phone_calls': True}"
58,Richard Aguirre,richardaguirre@hotmail.com,(968) 621-1971,"4544 First St, Sandersborough, GA 27392",2024-11-04,Bronze,1852,at_risk,GA,Sandersborough,EST,25-34,M,Middle,referral,colleague,high,False,False,2025-04-23,14,171.41,"{'preferred_categories': ['Beauty', 'Health'], 'price_sensitivity': 'low', 'brand_loyalty': 'low', 'shopping_frequency': 'frequent', 'preferred_payment': 'debit_card'}","{'email': True, 'sms': True, 'push_notifications': False, 'phone_calls': False}"
59,Brent Jordan,brent96@live.com,(925) 624-7146,"7406 Oak Ave, New Hannahbury, CA 22202",2024-05-17,Bronze,2498,at_risk,CA,New Hannahbury,PST,18-24,M,Low,organic_search,,low,True,False,2024-08-21,10,55.66,"{'preferred_categories': ['Home', 'Sports', 'Electronics', 'Books', 'Beauty'], 'price_sensitivity': 'medium', 'brand_loyalty': 'high', 'shopping_frequency': 'occasional', 'preferred_payment': 'credit_card'}","{'email': False, 'sms': False, 'push_notifications': False, 'phone_calls': True}"
60,John Daniel,thejohndaniel@icloud.com,(669) 850-6869,"1038 Cedar St, Lake Kendraville, MS 66314",2025-07-26,Bronze,720,developing,MS,Lake Kendraville,EST,45-54,M,Low,referral,friend,high,True,False,2025-08-17,84,238.35,"{'preferred_categories': ['Beauty', 'Electronics', 'Clothing', 'Health'], 'price_sensitivity': 'high', 'brand_loyalty': 'high', 'shopping_frequency': 'frequent', 'preferred_payment': 'apple_pay'}","{'email': False, 'sms': False, 'push_notifications': False, 'phone_calls': False}"
61,Victoria Garcia,realvictoriagarcia@gmail.com,(980) 249-1752,"1632 Broadway Suite 952, West Amandastad, NJ 67840",2024-12-15,Bronze,2370,at_risk,NJ,West Amandastad,EST,35-44,M,Lower-Middle,organic_search,,low,True,True,2025-04-12,20,76.77,"{'preferred_categories': ['Books', 'Home', 'Clothing'], 'price_sensitivity': 'medium', 'brand_loyalty': 'medium', 'shopping_frequency': 'regular', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': True, 'push_notifications': False, 'phone_calls': False}"
62,Gerald Hensley,realgeraldhensley@gmail.com,(569) 456-2350,"6093 First St Unit 641, New Deborahtown, OH 40689",2024-02-01,Silver,4004,loyal,OH,New Deborahtown,EST,45-54,F,Low,paid_search,,medium,True,False,2025-07-28,97,159.15,"{'preferred_categories': ['Clothing', 'Electronics', 'Books', 'Toys', 'Home'], 'price_sensitivity': 'low', 'brand_loyalty': 'high', 'shopping_frequency': 'frequent', 'preferred_payment': 'apple_pay'}","{'email': True, 'sms': True, 'push_notifications': False, 'phone_calls': True}"
63,Connor West,connor.west@gmail.com,(208) 912-6629,"1976 Lincoln Ave, Shortville, OH 72613",2022-10-17,Gold,16183,champion,OH,Shortville,EST,45-54,F,Upper-Middle,social_media,,medium,True,False,2024-07-03,15,1237.5,"{'preferred_categories': ['Electronics', 'Beauty', 'Sports', 'Books', 'Toys'], 'price_sensitivity': 'low', 'brand_loyalty': 'high', 'shopping_frequency': 'frequent', 'preferred_payment': 'paypal'}","{'email': True, 'sms': False, 'push_notifications': True, 'phone_calls': True}"
64,Donald Wright,realdonaldwright@icloud.com,(893) 346-2120,"8692 Elm St Suite 666, Yumouth, MD 67684",2023-03-03,Silver,4638,loyal,MD,Yumouth,EST,25-34,M,Middle,paid_search,,high,False,False,2024-04-28,44,369.48,"{'preferred_categories': ['Home', 'Books', 'Health', 'Sports'], 'price_sensitivity': 'high', 'brand_loyalty': 'high', 'shopping_frequency': 'frequent', 'preferred_payment': 'credit_card'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
65,Jessica Callahan,jessicacallahan@gmail.com,(408) 803-7291,"5760 Lincoln Ave, South Gregory, CA 28327",2023-10-15,Silver,7551,loyal,CA,South Gregory,PST,35-44,F,Middle,organic_search,,low,True,False,2024-11-06,48,283.24,"{'preferred_categories': ['Electronics', 'Clothing', 'Books', 'Sports'], 'price_sensitivity': 'high', 'brand_loyalty': 'medium', 'shopping_frequency': 'occasional', 'preferred_payment': 'paypal'}","{'email': True, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
66,Amber Kidd,amber.cool85@icloud.com,(821) 721-4090,"6419 Park Ave, Christinaside, OH 41370",2023-06-09,Gold,12051,champion,OH,Christinaside,EST,45-54,M,Middle,email_marketing,,high,False,False,2025-07-15,57,1364.62,"{'preferred_categories': ['Toys', 'Books', 'Sports', 'Health'], 'price_sensitivity': 'low', 'brand_loyalty': 'low', 'shopping_frequency': 'occasional', 'preferred_payment': 'paypal'}","{'email': True, 'sms': True, 'push_notifications': False, 'phone_calls': False}"
67,Tracy House,tracy.house.59@icloud.com,(782) 630-6986,"8952 First St, Marshallshire, MT 19567",2025-02-22,Bronze,1442,at_risk,MT,Marshallshire,EST,25-34,F,Upper-Middle,paid_search,,medium,False,True,2025-08-11,27,68.25,"{'preferred_categories': ['Sports', 'Clothing', 'Health', 'Electronics', 'Beauty'], 'price_sensitivity': 'medium', 'brand_loyalty': 'low', 'shopping_frequency': 'regular', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
68,Carol Tucker,carol.tucker.74@protonmail.com,(863) 633-7590,"1351 Cedar St, Marcusbury, FL 30012",2023-10-22,Gold,15202,champion,FL,Marcusbury,EST,18-24,M,Low,organic_search,,medium,True,False,2023-12-23,65,634.75,"{'preferred_categories': ['Home', 'Books', 'Clothing', 'Beauty'], 'price_sensitivity': 'medium', 'brand_loyalty': 'medium', 'shopping_frequency': 'occasional', 'preferred_payment': 'credit_card'}","{'email': False, 'sms': False, 'push_notifications': True, 'phone_calls': True}"
69,James Brown,james.brown.91@gmail.com,(925) 897-2083,"5082 Lincoln Ave, West Nicolebury, CA 41278",2022-11-03,Bronze,3555,loyal,CA,West Nicolebury,PST,45-54,M,Lower-Middle,paid_search,,low,True,False,2025-05-20,42,31.69,"{'preferred_categories': ['Clothing', 'Home', 'Toys', 'Electronics'], 'price_sensitivity': 'medium', 'brand_loyalty': 'low', 'shopping_frequency': 'regular', 'preferred_payment': 'credit_card'}","{'email': False, 'sms': False, 'push_notifications': False, 'phone_calls': False}"
70,William Baker,officialwilliambaker@protonmail.com,(379) 322-1207,"2249 Main St Unit 976, Hudsonfurt, AR 78551",2023-02-20,Platinum,25086,champion,AR,Hudsonfurt,CST,18-24,F,Lower-Middle,organic_search,,medium,True,False,2023-04-22,44,1682.43,"{'preferred_categories': ['Health', 'Books', 'Toys'], 'price_sensitivity': 'medium', 'brand_loyalty': 'low', 'shopping_frequency': 'regular', 'preferred_payment': 'credit_card'}","{'email': True, 'sms': False, 'push_notifications': False, 'phone_calls': True}"
71,Jordan Henderson,jordan.henderson.52@gmail.com,(806) 478-9582,"1047 Park Ave, Anthonymouth, TX 85582",2025-03-19,Silver,2899,at_risk,TX,Anthonymouth,CST,45-54,F,Upper-Middle,organic_search,,medium,True,True,2025-06-10,26,544.2,"{'preferred_categories': ['Toys', 'Books', 'Clothing'], 'price_sensitivity': 'low', 'brand_loyalty': 'high', 'shopping_frequency': 'frequent', 'preferred_payment': 'credit_card'}","{'email': True, 'sms': False, 'push_notifications': False, 'phone_calls': True}"
72,Whitney Peters,whitneypro21@aol.com,(890) 940-2889,"3743 Cedar St Apt 880, South Jason, SC 42053",2024-07-11,Bronze,2191,at_risk,SC,South Jason,EST,55-64,M,Low,organic_search,,medium,True,True,2025-03-18,57,47.79,"{'preferred_categories': ['Beauty', 'Books', 'Toys'], 'price_sensitivity': 'low', 'brand_loyalty': 'low', 'shopping_frequency': 'frequent', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': False, 'push_notifications': False, 'phone_calls': False}"
73,Brittney Phillips,brittney_phillips@gmail.com,(937) 527-5444,"1277 Elm St, Matthewview, AL 75803",2024-02-24,Bronze,1959,at_risk,AL,Matthewview,EST,55-64,Other,Lower-Middle,organic_search,,high,False,True,2025-06-06,12,228.31,"{'preferred_categories': ['Sports', 'Health', 'Electronics', 'Beauty'], 'price_sensitivity': 'high', 'brand_loyalty': 'low', 'shopping_frequency': 'regular', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
74,Lauren Daniels,lauren15@gmail.com,(288) 766-8483,"131 Washington St Unit 578, New Stacyland, OH 91620",2024-01-05,Gold,7830,loyal,OH,New Stacyland,EST,45-54,M,Upper-Middle,social_media,,medium,True,False,2024-07-17,44,1409.88,"{'preferred_categories': ['Health', 'Sports', 'Books', 'Electronics', 'Home'], 'price_sensitivity': 'high', 'brand_loyalty': 'high', 'shopping_frequency': 'occasional', 'preferred_payment': 'apple_pay'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
75,Amy Silva,amy.silva@outlook.com,(438) 754-6675,"158 Washington St Ste 674, Lake Richard, KS 50306",2024-07-13,Gold,11397,champion,KS,Lake Richard,EST,35-44,F,Middle,email_marketing,,medium,True,False,2024-08-02,87,804.81,"{'preferred_categories': ['Beauty', 'Electronics'], 'price_sensitivity': 'low', 'brand_loyalty': 'high', 'shopping_frequency': 'regular', 'preferred_payment': 'debit_card'}","{'email': True, 'sms': False, 'push_notifications': False, 'phone_calls': False}"
76,Sarah Moore,sarah.moore.39@gmail.com,(831) 622-7102,"7512 Oak Ave, Lake Thomas, CA 76247",2025-04-03,Silver,2205,at_risk,CA,Lake Thomas,PST,65+,F,Upper-Middle,organic_search,,medium,True,False,2025-04-20,45,695.74,"{'preferred_categories': ['Toys', 'Electronics'], 'price_sensitivity': 'medium', 'brand_loyalty': 'low', 'shopping_frequency': 'frequent', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': False, 'push_notifications': True, 'phone_calls': False}"
77,Angela Lopez,angela.lopez.43@gmail.com,(522) 602-6345,"5212 Broadway Suite 77, Westtown, PA 27840",2024-11-07,Gold,12954,loyal,PA,Westtown,EST,55-64,M,Low,social_media,,high,True,False,2025-02-03,28,622.77,"{'preferred_categories': ['Books', 'Clothing', 'Sports', 'Electronics'], 'price_sensitivity': 'medium', 'brand_loyalty': 'high', 'shopping_frequency': 'regular', 'preferred_payment': 'apple_pay'}","{'email': True, 'sms': True, 'push_notifications': False, 'phone_calls': False}"
78,Megan Young,megan.young.55@icloud.com,(412) 662-6051,"7592 Park Ave, West Jeffreybury, HI 21851",2023-03-03,Bronze,2698,at_risk,HI,West Jeffreybury,EST,18-24,M,High,paid_search,,low,True,True,2025-08-12,89,79.53,"{'preferred_categories': ['Health', 'Clothing', 'Books', 'Toys'], 'price_sensitivity': 'low', 'brand_loyalty': 'low', 'shopping_frequency': 'regular', 'preferred_payment': 'credit_card'}","{'email': True, 'sms': False, 'push_notifications': True, 'phone_calls': False}"
79,Steve Sanchez,steve15@icloud.com,(605) 725-1802,"4897 Park Ave, Elizabethstad, DE 32789",2024-04-25,Silver,2613,at_risk,DE,Elizabethstad,EST,35-44,F,Lower-Middle,organic_search,,medium,True,False,2025-07-25,61,347.02,"{'preferred_categories': ['Health', 'Electronics', 'Home'], 'price_sensitivity': 'medium', 'brand_loyalty': 'high', 'shopping_frequency': 'frequent', 'preferred_payment': 'paypal'}","{'email': False, 'sms': False, 'push_notifications': False, 'phone_calls': True}"
80,Lisa Barnes,lisa.barnes@outlook.com,(315) 999-4641,"2142 Second St, Transtad, NY 58790",2025-02-16,Bronze,2166,at_risk,NY,Transtad,EST,25-34,F,Middle,social_media,,medium,False,True,2025-02-24,62,168.24,"{'preferred_categories': ['Toys', 'Health', 'Sports'], 'price_sensitivity': 'medium', 'brand_loyalty': 'medium', 'shopping_frequency': 'regular', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': True}"
81,Kelly Donovan,kelly.donovan.66@outlook.com,(331) 294-6432,"2008 Main St, Barajasside, OR 16637",2023-06-27,Platinum,13130,champion,OR,Barajasside,PST,55-64,M,Lower-Middle,paid_search,,very_high,False,True,2024-08-18,58,2579.85,"{'preferred_categories': ['Clothing', 'Toys', 'Sports', 'Electronics'], 'price_sensitivity': 'medium', 'brand_loyalty': 'low', 'shopping_frequency': 'occasional', 'preferred_payment': 'apple_pay'}","{'email': False, 'sms': True, 'push_notifications': False, 'phone_calls': True}"
82,Mike Allen,mikeallen@icloud.com,(626) 486-8307,"2436 Main St, Michaelmouth, CA 90868",2023-10-05,Gold,10274,champion,CA,Michaelmouth,PST,35-44,M,Upper-Middle,social_media,,low,True,True,2024-12-25,92,605.74,"{'preferred_categories': ['Electronics', 'Home', 'Health', 'Books'], 'price_sensitivity': 'high', 'brand_loyalty': 'medium', 'shopping_frequency': 'occasional', 'preferred_payment': 'debit_card'}","{'email': True, 'sms': False, 'push_notifications': True, 'phone_calls': True}"
83,Michael Evans,michaelevans@gmail.com,(858) 738-5082,"8908 Main St, Kristopherbury, IL 57069",2022-11-12,Silver,7034,loyal,IL,Kristopherbury,CST,18-24,M,Middle,organic_search,,low,True,False,2023-01-13,71,312.79,"{'preferred_categories': ['Beauty', 'Clothing', 'Electronics', 'Health'], 'price_sensitivity': 'medium', 'brand_loyalty': 'high', 'shopping_frequency': 'occasional', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': True}"
84,Paul Jones,paul.pro24@gmail.com,(424) 230-5602,"960 Broadway, Lake Jamesville, TN 86544",2024-07-13,Bronze,2608,at_risk,TN,Lake Jamesville,EST,18-24,M,Middle,organic_search,,low,True,True,2024-11-26,66,143.96,"{'preferred_categories': ['Clothing', 'Books', 'Beauty', 'Health', 'Toys'], 'price_sensitivity': 'low', 'brand_loyalty': 'low', 'shopping_frequency': 'occasional', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
85,Zachary Ferrell,zachary.ferrell.83@gmail.com,(714) 563-3846,"2886 Second St, East Javier, CA 57026",2022-09-07,Silver,3205,loyal,CA,East Javier,PST,55-64,F,Low,organic_search,,low,True,False,2024-09-06,65,105.06,"{'preferred_categories': ['Beauty', 'Health', 'Home'], 'price_sensitivity': 'low', 'brand_loyalty': 'high', 'shopping_frequency': 'regular', 'preferred_payment': 'paypal'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
86,Daniel Baker,danielbaker@live.com,(818) 238-2478,"921 Second St, Hillshire, CA 12612",2024-11-20,Bronze,2475,at_risk,CA,Hillshire,PST,65+,M,Lower-Middle,organic_search,,high,False,False,2025-06-09,94,195.0,"{'preferred_categories': ['Books', 'Health'], 'price_sensitivity': 'medium', 'brand_loyalty': 'low', 'shopping_frequency': 'frequent', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': False, 'push_notifications': True, 'phone_calls': False}"
87,Shirley Suarez,shirleysuarez@hotmail.com,(800) 921-3320,"1818 Cedar St, Tinaborough, CT 19506",2024-12-19,Silver,7226,loyal,CT,Tinaborough,EST,65+,Other,Middle,organic_search,,medium,False,True,2025-08-29,100,579.09,"{'preferred_categories': ['Toys', 'Clothing'], 'price_sensitivity': 'low', 'brand_loyalty': 'medium', 'shopping_frequency': 'frequent', 'preferred_payment': 'apple_pay'}","{'email': True, 'sms': False, 'push_notifications': False, 'phone_calls': True}"
88,Christopher Bass,christopher.bass.65@yahoo.com,(854) 698-6198,"2855 Cedar St, Jeremyburgh, OH 90440",2025-08-06,Silver,5046,developing,OH,Jeremyburgh,EST,18-24,F,Middle,paid_search,,very_high,True,False,2025-08-27,7,480.55,"{'preferred_categories': ['Electronics', 'Beauty', 'Clothing', 'Health', 'Toys'], 'price_sensitivity': 'low', 'brand_loyalty': 'medium', 'shopping_frequency': 'regular', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': False, 'push_notifications': True, 'phone_calls': True}"
89,Lisa Archer,thelisaarcher@icloud.com,(786) 600-1530,"2984 Elm St, Alexisside, GA 90134",2025-07-12,Gold,6068,developing,GA,Alexisside,EST,65+,M,Lower-Middle,organic_search,,medium,True,False,2025-08-08,35,1045.81,"{'preferred_categories': ['Sports', 'Electronics', 'Beauty', 'Home'], 'price_sensitivity': 'medium', 'brand_loyalty': 'high', 'shopping_frequency': 'regular', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': True, 'push_notifications': False, 'phone_calls': False}"
90,Aimee Montoya,aimee.montoya@comcast.net,(951) 886-6500,"7318 Main St Apt 256, West Brandon, CA 55938",2023-07-08,Silver,7021,loyal,CA,West Brandon,PST,35-44,M,Low,affiliate,,high,False,False,2024-04-14,78,227.76,"{'preferred_categories': ['Books', 'Electronics'], 'price_sensitivity': 'medium', 'brand_loyalty': 'high', 'shopping_frequency': 'occasional', 'preferred_payment': 'apple_pay'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
91,Matthew Mcmillan,matthewmaster64@gmail.com,(737) 303-8855,"9471 Second St Apt 76, New Kellyberg, TX 48654",2024-03-23,Bronze,1704,at_risk,TX,New Kellyberg,CST,45-54,F,Middle,referral,social_media_post,low,True,False,2025-06-20,87,44.53,"{'preferred_categories': ['Health', 'Beauty', 'Home'], 'price_sensitivity': 'low', 'brand_loyalty': 'high', 'shopping_frequency': 'regular', 'preferred_payment': 'debit_card'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
92,Brian Rodriguez,briancool71@icloud.com,(828) 694-1507,"7067 First St, Garciatown, SD 66911",2024-07-05,Gold,14555,champion,SD,Garciatown,EST,25-34,M,Upper-Middle,organic_search,,medium,True,False,2025-06-08,78,940.33,"{'preferred_categories': ['Electronics', 'Clothing', 'Sports'], 'price_sensitivity': 'high', 'brand_loyalty': 'medium', 'shopping_frequency': 'occasional', 'preferred_payment': 'paypal'}","{'email': True, 'sms': True, 'push_notifications': False, 'phone_calls': False}"
93,Denise Jacobs,denisejacobs@icloud.com,(352) 250-7437,"9368 Cedar St, Taylormouth, FL 30131",2022-12-22,Gold,8288,loyal,FL,Taylormouth,EST,65+,M,High,direct,,medium,True,True,2025-09-03,95,1076.75,"{'preferred_categories': ['Health', 'Beauty', 'Books'], 'price_sensitivity': 'medium', 'brand_loyalty': 'low', 'shopping_frequency': 'frequent', 'preferred_payment': 'paypal'}","{'email': False, 'sms': False, 'push_notifications': False, 'phone_calls': False}"
94,Christina Walters,christinawalters@outlook.com,(510) 853-5781,"1343 Broadway, Jackton, CA 50416",2025-07-02,Bronze,510,developing,CA,Jackton,PST,55-64,F,High,social_media,,low,True,True,2025-08-18,10,199.27,"{'preferred_categories': ['Health', 'Sports', 'Home'], 'price_sensitivity': 'high', 'brand_loyalty': 'low', 'shopping_frequency': 'regular', 'preferred_payment': 'apple_pay'}","{'email': False, 'sms': True, 'push_notifications': False, 'phone_calls': False}"
95,John Whitehead,john92@gmail.com,(510) 656-1731,"4314 Broadway, Shelleyfort, CA 39654",2024-01-30,Gold,12783,champion,CA,Shelleyfort,PST,35-44,F,Middle,email_marketing,,low,False,False,2024-04-09,16,448.94,"{'preferred_categories': ['Beauty', 'Toys', 'Home', 'Electronics', 'Health'], 'price_sensitivity': 'high', 'brand_loyalty': 'medium', 'shopping_frequency': 'frequent', 'preferred_payment': 'credit_card'}","{'email': False, 'sms': False, 'push_notifications': True, 'phone_calls': True}"
96,Anna Henderson,annahenderson@protonmail.com,(766) 262-7342,"8562 Lincoln Ave, Port Cameronfort, IN 72236",2025-04-30,Bronze,2184,at_risk,IN,Port Cameronfort,EST,45-54,M,Middle,organic_search,,medium,True,False,2025-07-30,93,163.09,"{'preferred_categories': ['Beauty', 'Clothing', 'Home'], 'price_sensitivity': 'low', 'brand_loyalty': 'medium', 'shopping_frequency': 'frequent', 'preferred_payment': 'apple_pay'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': True}"
97,Aaron Wise,aaronwise@yahoo.com,(416) 397-3067,"700 Lincoln Ave Ste 700, New Crystalton, MA 36465",2024-01-05,Gold,7561,loyal,MA,New Crystalton,EST,65+,M,Lower-Middle,paid_search,,low,False,False,2024-10-01,82,495.21,"{'preferred_categories': ['Books', 'Health', 'Home', 'Sports', 'Electronics'], 'price_sensitivity': 'low', 'brand_loyalty': 'medium', 'shopping_frequency': 'frequent', 'preferred_payment': 'credit_card'}","{'email': False, 'sms': False, 'push_notifications': False, 'phone_calls': True}"
98,Deborah Figueroa,deborah18@hotmail.com,(482) 732-8506,"203 Elm St, East Lisa, DE 64997",2025-07-01,Bronze,1478,developing,DE,East Lisa,EST,55-64,M,Middle,organic_search,,medium,False,True,2025-08-09,67,80.25,"{'preferred_categories': ['Beauty', 'Home', 'Sports'], 'price_sensitivity': 'low', 'brand_loyalty': 'low', 'shopping_frequency': 'frequent', 'preferred_payment': 'paypal'}","{'email': False, 'sms': True, 'push_notifications': True, 'phone_calls': False}"
99,Jessica Smith,jessica_smith@outlook.com,(646) 592-8955,"9373 Elm St, Christopherbury, NY 32570",2023-03-17,Bronze,2453,at_risk,NY,Christopherbury,EST,25-34,M,Lower-Middle,organic_search,,medium,False,False,2024-08-15,78,98.62,"{'preferred_categories': ['Clothing', 'Beauty', 'Health', 'Sports'], 'price_sensitivity': 'medium', 'brand_loyalty': 'low', 'shopping_frequency': 'frequent', 'preferred_payment': 'apple_pay'}","{'email': True, 'sms': True, 'push_notifications': True, 'phone_calls': True}"
100,Stephen Mckee,thestephenmckee@msn.com,(686) 475-7102,"332 Washington St, New Kathybury, AZ 49722",2023-12-15,Bronze,2726,at_risk,AZ,New Kathybury,MST,18-24,F,High,organic_search,,medium,False,False,2024-08-20,83,208.75,"{'preferred_categories': ['Electronics', 'Books', 'Health', 'Toys'], 'price_sensitivity': 'low', 'brand_loyalty': 'high', 'shopping_frequency': 'frequent', 'preferred_payment': 'apple_pay'}","{'email': True, 'sms': False, 'push_notifications': True, 'phone_calls': False}"
